instance,n,m,D,algorithm,seed,cmax,fes_used,max_fes,iters,wall_s,st_sense,operator_space,branch_granularity,strict_fe_cap,N,ST,L,U,dmin,dmax,git_sha,timestamp,fe_per_seed,n_seeds,branch_A_swap,branch_B_sym_shift,branch_C_eq3,branch_D_eq4,branch_E_eq_perdim
ta30,20,20,400,ATSA,0,1961,400184,400000,1022,7.54,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:45+00:00,1.3984,286144,28383,114000,107764,35997,0
ta30,20,20,400,ATSA,1,1986,400028,400000,1019,7.804,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.4002,285675,28583,114313,107016,35763,0
ta30,20,20,400,ATSA,2,1896,400384,400000,1020,7.853,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.4008,285793,28451,114551,107262,35529,0
ta30,20,20,400,ATSA,3,2041,400042,400000,1021,7.959,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.4009,285530,28203,114472,107494,35361,0
ta30,20,20,400,ATSA,4,1926,400234,400000,1020,7.716,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.3997,285908,28660,114286,107381,35581,0
ta30,20,20,400,ATSA,5,1937,400001,400000,1018,7.715,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.4015,285381,28421,114580,106879,35501,0
ta30,20,20,400,ATSA,6,1991,400283,400000,1020,7.865,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.4013,285623,28853,114620,106589,35561,0
ta30,20,20,400,ATSA,7,1930,400173,400000,1021,7.731,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.4018,285441,28122,114692,107026,35601,0
ta30,20,20,400,ATSA,8,1883,400248,400000,1021,7.852,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.3994,285994,28439,114214,107527,35814,0
ta30,20,20,400,ATSA,9,1948,400047,400000,1021,7.791,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.4014,285431,28522,114576,106509,35824,0
ta30,20,20,400,ATSA,10,1906,400362,400000,1020,7.844,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.401,285731,28355,114591,107012,35773,0
ta30,20,20,400,ATSA,11,2051,400230,400000,1023,8.035,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.3999,285880,28425,114310,107409,35736,0
ta30,20,20,400,ATSA,12,1958,400323,400000,1020,7.797,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.4001,285887,28755,114396,107136,35600,0
ta30,20,20,400,ATSA,13,2020,400357,400000,1020,7.669,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.4013,285678,28369,114639,106821,35849,0
ta30,20,20,400,ATSA,14,2056,400094,400000,1022,8.265,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.3998,285792,28389,114262,107302,35839,0
ta30,20,20,400,ATSA,15,1925,400174,400000,1020,7.758,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.4012,285572,28346,114562,107138,35526,0
ta30,20,20,400,ATSA,16,1960,400194,400000,1021,7.955,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.3991,286012,28779,114142,107122,35969,0
ta30,20,20,400,ATSA,17,1984,400103,400000,1019,7.861,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.4002,285721,28496,114342,106929,35954,0
ta30,20,20,400,ATSA,18,1924,400049,400000,1021,7.79,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.4002,285685,28486,114324,107086,35789,0
ta30,20,20,400,ATSA,19,1886,400036,400000,1020,7.841,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:55:46+00:00,1.3994,285842,28664,114154,107394,35630,0
