instance,n,m,D,algorithm,seed,cmax,fes_used,max_fes,iters,wall_s,st_sense,operator_space,branch_granularity,strict_fe_cap,N,ST,L,U,dmin,dmax,git_sha,timestamp,fe_per_seed,n_seeds,branch_A_swap,branch_B_sym_shift,branch_C_eq3,branch_D_eq4,branch_E_eq_perdim
ta64,50,20,1000,ATSA,0,3246,1000212,1000000,2558,73.926,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:02+00:00,1.3994,714736,71520,285436,268617,89163,0
ta64,50,20,1000,ATSA,1,3331,1000065,1000000,2551,73.433,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:01+00:00,1.3994,714594,71737,285431,267938,89488,0
ta64,50,20,1000,ATSA,2,3223,1000334,1000000,2551,70.682,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:12:59+00:00,1.3999,714552,71422,285742,268071,89317,0
ta64,50,20,1000,ATSA,3,3211,1000078,1000000,2551,70.692,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:12:59+00:00,1.4001,714250,71333,285788,267890,89239,0
ta64,50,20,1000,ATSA,4,3283,1000048,1000000,2546,73.274,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:01+00:00,1.4006,714003,71277,286005,267645,89076,0
ta64,50,20,1000,ATSA,5,3328,1000172,1000000,2550,73.352,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:01+00:00,1.3998,714475,71525,285657,267759,89534,0
ta64,50,20,1000,ATSA,6,3332,1000275,1000000,2557,70.816,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:12:59+00:00,1.4006,714168,71286,286067,267599,89216,0
ta64,50,20,1000,ATSA,7,3390,1000274,1000000,2548,69.396,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:12:57+00:00,1.4007,714099,71446,286135,266934,89584,0
ta64,50,20,1000,ATSA,8,3239,1000042,1000000,2555,73.687,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:02+00:00,1.3997,714455,71145,285547,268282,89481,0
ta64,50,20,1000,ATSA,9,3342,1000157,1000000,2551,73.548,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:01+00:00,1.4,714367,71412,285750,267820,89385,0
ta64,50,20,1000,ATSA,10,3313,1000171,1000000,2549,70.361,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:12:58+00:00,1.4005,714101,71515,286030,267388,89168,0
ta64,50,20,1000,ATSA,11,3322,1000117,1000000,2553,72.91,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:01+00:00,1.3998,714418,71048,285659,267847,89864,0
ta64,50,20,1000,ATSA,12,3329,1000363,1000000,2557,70.529,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:12:58+00:00,1.4001,714456,71066,285867,268219,89304,0
ta64,50,20,1000,ATSA,13,3473,1000190,1000000,2549,73.647,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:02+00:00,1.3995,714661,71337,285489,268229,89606,0
ta64,50,20,1000,ATSA,14,3326,1000302,1000000,2550,73.162,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:01+00:00,1.3998,714587,71271,285675,268548,89093,0
ta64,50,20,1000,ATSA,15,3412,1000371,1000000,2553,73.637,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:02+00:00,1.3993,714859,72042,285472,267927,89418,0
ta64,50,20,1000,ATSA,16,3492,1000126,1000000,2550,73.258,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:01+00:00,1.4012,713713,71262,286373,267045,89033,0
ta64,50,20,1000,ATSA,17,3306,1000067,1000000,2549,70.474,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:12:58+00:00,1.4001,714253,71191,285774,268585,88703,0
ta64,50,20,1000,ATSA,18,3278,1000236,1000000,2553,73.163,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:01+00:00,1.4,714403,71726,285793,267740,89144,0
ta64,50,20,1000,ATSA,19,3211,1000359,1000000,2554,73.472,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:13:01+00:00,1.4001,714477,71879,285842,267639,89117,0
