instance,n,m,D,algorithm,seed,cmax,fes_used,max_fes,iters,wall_s,st_sense,operator_space,branch_granularity,strict_fe_cap,N,ST,L,U,dmin,dmax,git_sha,timestamp,fe_per_seed,n_seeds,branch_A_swap,branch_B_sym_shift,branch_C_eq3,branch_D_eq4,branch_E_eq_perdim
ta61,50,20,1000,ATSA,0,3396,1000212,1000000,2558,70.425,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:11+00:00,1.3994,714736,71520,285436,268617,89163,0
ta61,50,20,1000,ATSA,1,3529,1000065,1000000,2551,74.838,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:16+00:00,1.3994,714594,71737,285431,267938,89488,0
ta61,50,20,1000,ATSA,2,3576,1000334,1000000,2551,70.96,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:12+00:00,1.3999,714552,71422,285742,268071,89317,0
ta61,50,20,1000,ATSA,3,3598,1000078,1000000,2551,74.441,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:15+00:00,1.4001,714250,71333,285788,267890,89239,0
ta61,50,20,1000,ATSA,4,3566,1000048,1000000,2546,71.335,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:12+00:00,1.4006,714003,71277,286005,267645,89076,0
ta61,50,20,1000,ATSA,5,3393,1000172,1000000,2550,71.237,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:12+00:00,1.3998,714475,71525,285657,267759,89534,0
ta61,50,20,1000,ATSA,6,3453,1000275,1000000,2557,74.87,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:16+00:00,1.4006,714168,71286,286067,267599,89216,0
ta61,50,20,1000,ATSA,7,3484,1000274,1000000,2548,74.113,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:15+00:00,1.4007,714099,71446,286135,266934,89584,0
ta61,50,20,1000,ATSA,8,3601,1000042,1000000,2555,74.436,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:15+00:00,1.3997,714455,71145,285547,268282,89481,0
ta61,50,20,1000,ATSA,9,3549,1000157,1000000,2551,72.671,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:14+00:00,1.4,714367,71412,285750,267820,89385,0
ta61,50,20,1000,ATSA,10,3539,1000171,1000000,2549,74.884,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:16+00:00,1.4005,714101,71515,286030,267388,89168,0
ta61,50,20,1000,ATSA,11,3609,1000117,1000000,2553,74.985,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:16+00:00,1.3998,714418,71048,285659,267847,89864,0
ta61,50,20,1000,ATSA,12,3521,1000363,1000000,2557,70.903,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:12+00:00,1.4001,714456,71066,285867,268219,89304,0
ta61,50,20,1000,ATSA,13,3534,1000190,1000000,2549,74.352,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:15+00:00,1.3995,714661,71337,285489,268229,89606,0
ta61,50,20,1000,ATSA,14,3529,1000302,1000000,2550,75.289,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:16+00:00,1.3998,714587,71271,285675,268548,89093,0
ta61,50,20,1000,ATSA,15,3551,1000371,1000000,2553,74.841,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:16+00:00,1.3993,714859,72042,285472,267927,89418,0
ta61,50,20,1000,ATSA,16,3587,1000126,1000000,2550,75.481,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:16+00:00,1.4012,713713,71262,286373,267045,89033,0
ta61,50,20,1000,ATSA,17,3584,1000067,1000000,2549,74.954,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:16+00:00,1.4001,714253,71191,285774,268585,88703,0
ta61,50,20,1000,ATSA,18,3400,1000236,1000000,2553,74.88,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:16+00:00,1.4,714403,71726,285793,267740,89144,0
ta61,50,20,1000,ATSA,19,3451,1000359,1000000,2554,74.34,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T12:09:15+00:00,1.4001,714477,71879,285842,267639,89117,0
